0.5587612	-0.91158605	
0.44328073	-0.74650425	
0.23434867	-0.5128698	
0.3761136	-0.6565613	
0.6341708	-0.9678506	
0.1533742	-0.3967397	
0.58435786	-0.9242599	
0.7215596	-1.1013352	
0.64222217	-1.007	
0.5345495	-0.8654617	
0.16997921	-0.425513	
0.20032609	-0.44804803	
0.65629715	-1.0208223	
0.44132394	-0.72897977	
0.7368187	-1.1213154	
0.6196504	-0.96423566	
0.2551093	-0.5230506	
0.7321113	-1.1103188	
0.19452232	-0.447432	
0.7501604	-1.14808	
0.65414333	-1.0241177	
0.6981239	-1.0740808	
0.4946101	-0.8201925	
0.7769375	-1.1899372	
0.59724855	-0.9317905	
0.2904847	-0.55213785	
